time;eth_supply
28/07/2018;100895340,4
29/07/2018;100915737,7
30/07/2018;100936054,5
31/07/2018;100956537,7
01/08/2018;100976853,4
02/08/2018;100997285,6
03/08/2018;101017691,6
04/08/2018;101038191,4
05/08/2018;101058611,6
06/08/2018;101078916,4
07/08/2018;101099202,4
08/08/2018;101119654,5
09/08/2018;101140072,5
10/08/2018;101160412,1
11/08/2018;101180937,4
12/08/2018;101201174,6
13/08/2018;101221464
14/08/2018;101241700,9
15/08/2018;101261952,7
16/08/2018;101282279,6
17/08/2018;101302667,2
18/08/2018;101323030,1
19/08/2018;101343383,2
20/08/2018;101363727,7
21/08/2018;101384120,6
22/08/2018;101404324,1
23/08/2018;101424561,7
24/08/2018;101445185,2
25/08/2018;101465508
26/08/2018;101485830,7
27/08/2018;101506270,1
28/08/2018;101526554,6
29/08/2018;101546725,5
30/08/2018;101567108,2
31/08/2018;101587441,9
01/09/2018;101607723
02/09/2018;101628130,5
03/09/2018;101648356,1
04/09/2018;101668799,6
05/09/2018;101689034,2
06/09/2018;101709507,4
07/09/2018;101729631,4
08/09/2018;101749826,6
09/09/2018;101769996
10/09/2018;101790340,1
11/09/2018;101810500,5
12/09/2018;101830817,2
13/09/2018;101851148,6
14/09/2018;101871495,7
15/09/2018;101891845,1
16/09/2018;101912271,7
17/09/2018;101932662,4
18/09/2018;101952757,1
19/09/2018;101973221,6
20/09/2018;101993555,2
21/09/2018;102014180,2
22/09/2018;102034418,2
23/09/2018;102054661,5
24/09/2018;102074923,9
25/09/2018;102095263,1
26/09/2018;102115781,2
27/09/2018;102136209,4
28/09/2018;102156544,1
29/09/2018;102176710,5
30/09/2018;102197139,4
01/10/2018;102217365,7
02/10/2018;102237804,7
03/10/2018;102258019,5
04/10/2018;102278318,6
05/10/2018;102298425
06/10/2018;102318848,2
07/10/2018;102339302,2
08/10/2018;102359655,7
09/10/2018;102379936,1
10/10/2018;102400227,7
11/10/2018;102420636
12/10/2018;102440949,7
13/10/2018;102461314,9
14/10/2018;102481704
15/10/2018;102501945
16/10/2018;102522249
17/10/2018;102542571
18/10/2018;102562934,6
19/10/2018;102583149
20/10/2018;102603524,6
21/10/2018;102623803,9
22/10/2018;102643977
23/10/2018;102664474,5
24/10/2018;102684781,5
25/10/2018;102704957,2
26/10/2018;102725377,1
27/10/2018;102745548,7
28/10/2018;102765786,4
29/10/2018;102786105
30/10/2018;102806199,4
31/10/2018;102826627,9
01/11/2018;102846790,5
02/11/2018;102866856,7
03/11/2018;102886968
04/11/2018;102907177,1
05/11/2018;102927489,4
06/11/2018;102947662,9
07/11/2018;102968066,6
08/11/2018;102988222,5
09/11/2018;103008395,2
10/11/2018;103028732,2
11/11/2018;103048968,4
12/11/2018;103069210,5
13/11/2018;103089407,6
14/11/2018;103109454
15/11/2018;103129393,5
16/11/2018;103149607,1
17/11/2018;103169564,2
18/11/2018;103189708,1
19/11/2018;103209549,7
20/11/2018;103229493
21/11/2018;103249651,9
22/11/2018;103269522,4
23/11/2018;103289577,4
24/11/2018;103309522,5
25/11/2018;103329483
26/11/2018;103349461,5
27/11/2018;103369144,9
28/11/2018;103388970
29/11/2018;103409005,5
30/11/2018;103428860,6
01/12/2018;103448564,6
02/12/2018;103468141,5
03/12/2018;103487684,2
04/12/2018;103507287,7
05/12/2018;103526934,7
06/12/2018;103546620
07/12/2018;103566052,9
08/12/2018;103585538,6
09/12/2018;103605069
10/12/2018;103625042,6
11/12/2018;103644350,6
12/12/2018;103663906,9
13/12/2018;103683618
14/12/2018;103702980,7
15/12/2018;103722741
16/12/2018;103742215,9
17/12/2018;103761231
18/12/2018;103780053
19/12/2018;103798803,7
20/12/2018;103817565,4
21/12/2018;103836347,6
22/12/2018;103855340,2
23/12/2018;103874163,4
24/12/2018;103893162,7
25/12/2018;103912199,6
26/12/2018;103931394,7
27/12/2018;103950285
28/12/2018;103969219,5
29/12/2018;103988328,7
30/12/2018;104007133,1
31/12/2018;104026089
01/01/2019;104044766,6
02/01/2019;104063838
03/01/2019;104081727,7
04/01/2019;104099516,6
05/01/2019;104117496
06/01/2019;104135264,6
07/01/2019;104153261,6
08/01/2019;104170999,5
09/01/2019;104188978,1
10/01/2019;104206782,7
11/01/2019;104224540,1
12/01/2019;104242199,2
13/01/2019;104260117,9
14/01/2019;104278085,6
15/01/2019;104295967,1
16/01/2019;104313534,4
17/01/2019;104331202,1
18/01/2019;104348961,7
19/01/2019;104366937,4
20/01/2019;104384667,4
21/01/2019;104400778,1
22/01/2019;104416831,9
23/01/2019;104432562,4
24/01/2019;104448613,5
25/01/2019;104464666,5
26/01/2019;104480641,1
27/01/2019;104496458,6
28/01/2019;104511848,2
29/01/2019;104527281,7
30/01/2019;104542811,6
31/01/2019;104558434,5
01/02/2019;104573708,2
02/02/2019;104589291,4
03/02/2019;104604494,2
04/02/2019;104619868,1
05/02/2019;104635261,1
06/02/2019;104650541,2
07/02/2019;104665917
08/02/2019;104681363,2
09/02/2019;104696687,2
10/02/2019;104710040,6
11/02/2019;104723152,1
12/02/2019;104736496,5
13/02/2019;104749531,9
14/02/2019;104762594,6
15/02/2019;104775637,5
16/02/2019;104788897,1
17/02/2019;104801866,1
18/02/2019;104815138,5
19/02/2019;104828645,2
20/02/2019;104842040,2
21/02/2019;104855359,1
22/02/2019;104868630,7
23/02/2019;104882261,6
24/02/2019;104895598,5
25/02/2019;104908946,6
26/02/2019;104922441
27/02/2019;104935930,9
28/02/2019;104948860,4
01/03/2019;104961698,6
02/03/2019;104975303,9
03/03/2019;104988871,6
04/03/2019;105002485,4
05/03/2019;105016206,4
06/03/2019;105029744,6
07/03/2019;105043388,4
08/03/2019;105056979,1
09/03/2019;105070482,1
10/03/2019;105084297,4
11/03/2019;105097784,6
12/03/2019;105111416,1
13/03/2019;105124974,4
14/03/2019;105138568,9
15/03/2019;105152099,4
16/03/2019;105165883,4
17/03/2019;105179428,4
18/03/2019;105192880,6
19/03/2019;105206471,9
20/03/2019;105220197,9
21/03/2019;105233749,1
22/03/2019;105247329,4
23/03/2019;105261013,1
24/03/2019;105274610,1
25/03/2019;105288214,4
26/03/2019;105301736,6
27/03/2019;105315442,1
28/03/2019;105329008,6
29/03/2019;105342517,6
30/03/2019;105356076,9
31/03/2019;105369704,9
01/04/2019;105383368,9
02/04/2019;105396954,4
03/04/2019;105410473,4
04/04/2019;105424169,6
05/04/2019;105437782,1
06/04/2019;105451364,6
07/04/2019;105465014,4
08/04/2019;105478702,1
09/04/2019;105492305,9
10/04/2019;105506006,1
11/04/2019;105519541,9
12/04/2019;105533099,9
13/04/2019;105546772,1
14/04/2019;105560380,4
15/04/2019;105574058,9
16/04/2019;105587686,6
17/04/2019;105601230,4
18/04/2019;105614798,9
19/04/2019;105628469,4
20/04/2019;105642049,4
21/04/2019;105655741,9
22/04/2019;105669365,4
23/04/2019;105682870,1
24/04/2019;105696440,9
25/04/2019;105710096,6
26/04/2019;105723822,4
27/04/2019;105737482,4
28/04/2019;105751053,1
29/04/2019;105764705,4
30/04/2019;105778323,6
01/05/2019;105791984,4
02/05/2019;105805600,6
03/05/2019;105819053,1
04/05/2019;105832853,9
05/05/2019;105846457,4
06/05/2019;105859993,6
07/05/2019;105873583,9
08/05/2019;105887123,6
09/05/2019;105900702,6
10/05/2019;105914398,4
11/05/2019;105927963,4
12/05/2019;105941622,4
13/05/2019;105955146,1
14/05/2019;105968836,6
15/05/2019;105982547,9
16/05/2019;105996094,4
17/05/2019;106009842,9
18/05/2019;106023385,4
19/05/2019;106036946,6
20/05/2019;106050420,9
21/05/2019;106063904,6
22/05/2019;106077533,1
23/05/2019;106091036,4
24/05/2019;106104605,9
25/05/2019;106118347,6
26/05/2019;106131970,4
27/05/2019;106145524,9
28/05/2019;106159003,4
29/05/2019;106172817,4
30/05/2019;106186181,6
31/05/2019;106199904,1
01/06/2019;106213503,9
02/06/2019;106227008,4
03/06/2019;106240475,1
04/06/2019;106254015,1
05/06/2019;106267648,4
06/06/2019;106281318,6
07/06/2019;106294801,4
08/06/2019;106308252,4
09/06/2019;106321719,4
10/06/2019;106335443,1
11/06/2019;106348972,1
12/06/2019;106362513,4
13/06/2019;106376057,6
14/06/2019;106389651,4
15/06/2019;106403215,6
16/06/2019;106416880,6
17/06/2019;106430487,1
18/06/2019;106443933,4
19/06/2019;106457470,6
20/06/2019;106471067,1
21/06/2019;106484506,6
22/06/2019;106498180,1
23/06/2019;106511805,1
24/06/2019;106525458,1
25/06/2019;106539069,1
26/06/2019;106552707,1
27/06/2019;106566268,9
28/06/2019;106579876,9
29/06/2019;106593479,6
30/06/2019;106607085,6
01/07/2019;106620670,4
02/07/2019;106634278,9
03/07/2019;106647798,6
04/07/2019;106661399,1
05/07/2019;106674898,4
06/07/2019;106688652,1
07/07/2019;106702317,4
08/07/2019;106715948,6
09/07/2019;106729592,9
10/07/2019;106743177,4
11/07/2019;106756828,9
12/07/2019;106770295,9
13/07/2019;106783918,4
14/07/2019;106797670,9
15/07/2019;106811144,6
16/07/2019;106824655,9
17/07/2019;106838270,9
18/07/2019;106851947,9
19/07/2019;106865403,6
20/07/2019;106879083,9
21/07/2019;106892545,4
22/07/2019;106906187,4
23/07/2019;106919826,1
24/07/2019;106933460,4
25/07/2019;106946989,9
26/07/2019;106960631,9
27/07/2019;106974286,1
28/07/2019;106987826,6
29/07/2019;107001289,4
30/07/2019;107015005,1
31/07/2019;107028502,6
01/08/2019;107042003,1
02/08/2019;107055752,4
03/08/2019;107069400,1
04/08/2019;107082971,1
05/08/2019;107096591,6
06/08/2019;107110168,1
07/08/2019;107123831,6
08/08/2019;107137324,6
09/08/2019;107150838,9
10/08/2019;107164542,4
11/08/2019;107178050,6
12/08/2019;107191703,6
13/08/2019;107205241,4
14/08/2019;107218889,4
15/08/2019;107232373,6
16/08/2019;107246016,6
17/08/2019;107259637,1
18/08/2019;107273170,4
19/08/2019;107286623,9
20/08/2019;107300218,6
21/08/2019;107313821,9
22/08/2019;107327255,4
23/08/2019;107340941,6
24/08/2019;107354205,6
25/08/2019;107367993,4
26/08/2019;107381461,6
27/08/2019;107394975,6
28/08/2019;107408564,4
29/08/2019;107422289,6
30/08/2019;107435882,9
31/08/2019;107449436,1
01/09/2019;107462971,6
02/09/2019;107476573,9
03/09/2019;107490032,4
04/09/2019;107503471,6
05/09/2019;107517076,4
06/09/2019;107530608,6
07/09/2019;107544182,6
08/09/2019;107557673,6
09/09/2019;107571171,1
10/09/2019;107584640,9
11/09/2019;107598163,1
12/09/2019;107611775,4
13/09/2019;107625119,6
14/09/2019;107638715,6
15/09/2019;107652209,6
16/09/2019;107665902,1
17/09/2019;107679437,1
18/09/2019;107693106,1
19/09/2019;107706490,6
20/09/2019;107720120,4
21/09/2019;107733660,1
22/09/2019;107747101,1
23/09/2019;107760744,4
24/09/2019;107774042,1
25/09/2019;107787608,4
26/09/2019;107801063,4
27/09/2019;107814435,4
28/09/2019;107827941,6
29/09/2019;107841490,1
30/09/2019;107854910,6
01/10/2019;107868455,4
02/10/2019;107881798,1
03/10/2019;107895261,4
04/10/2019;107908764,4
05/10/2019;107922288,4
06/10/2019;107935843,4
07/10/2019;107949214,4
08/10/2019;107962554,6
09/10/2019;107975952,9
10/10/2019;107989296,9
11/10/2019;108002693,4
12/10/2019;108015982,9
13/10/2019;108029389,9
14/10/2019;108042778,6
15/10/2019;108056342,9
16/10/2019;108069654,1
17/10/2019;108082933,4
18/10/2019;108096219,1
19/10/2019;108109531,4
20/10/2019;108122886,1
21/10/2019;108136062,6
22/10/2019;108149486,4
23/10/2019;108162882,9
24/10/2019;108176059,4
25/10/2019;108188958,4
26/10/2019;108202125,9
27/10/2019;108215033,1
28/10/2019;108228156,4
29/10/2019;108241231,6
30/10/2019;108254388,1
31/10/2019;108267481,9
01/11/2019;108280691,4
02/11/2019;108293698,6
03/11/2019;108306837,9
04/11/2019;108319854,9
05/11/2019;108332958,6
06/11/2019;108346020,1
07/11/2019;108359025,9
08/11/2019;108372055,4
09/11/2019;108384914,6
10/11/2019;108397519,6
11/11/2019;108410130,1
12/11/2019;108422812,4
13/11/2019;108435463,4
14/11/2019;108448089,9
15/11/2019;108460676,9
16/11/2019;108473271,4
17/11/2019;108485943,6
18/11/2019;108498506,6
19/11/2019;108510934,1
20/11/2019;108523539,1
21/11/2019;108536286,1
22/11/2019;108548802,1
23/11/2019;108561461,1
24/11/2019;108574064,9
25/11/2019;108586468,6
26/11/2019;108598265,4
27/11/2019;108610128,4
28/11/2019;108621885,9
29/11/2019;108633623,1
30/11/2019;108645541,9
01/12/2019;108657209,9
02/12/2019;108669072,6
03/12/2019;108680905,1
04/12/2019;108692603,6
05/12/2019;108704372,4
06/12/2019;108716131,1
07/12/2019;108727946,4
08/12/2019;108739620,6
09/12/2019;108751404,6
10/12/2019;108763347,9
11/12/2019;108775006,9
12/12/2019;108786905,9
13/12/2019;108798313,4
14/12/2019;108808916,1
15/12/2019;108819580,1
16/12/2019;108830159,4
17/12/2019;108840661,1
18/12/2019;108851060,6
19/12/2019;108861459,9
20/12/2019;108871791,1
21/12/2019;108882293,6
22/12/2019;108892619,9
23/12/2019;108902955,1
24/12/2019;108913428,4
25/12/2019;108923744,6
26/12/2019;108934091,9
27/12/2019;108944504,1
28/12/2019;108954985,1
29/12/2019;108965374,6
30/12/2019;108975784,4
31/12/2019;108986139,6
01/01/2020;108996431,4
02/01/2020;109008268,9
03/01/2020;109021900,1
04/01/2020;109035603,4
05/01/2020;109049109,4
06/01/2020;109062882,6
07/01/2020;109076479,1
08/01/2020;109090064,9
09/01/2020;109103658,6
10/01/2020;109117314,9
11/01/2020;109130937,4
12/01/2020;109144566,6
13/01/2020;109158174,6
14/01/2020;109171799,1
15/01/2020;109185345,1
16/01/2020;109198939,9
17/01/2020;109212678,1
18/01/2020;109226253,6
19/01/2020;109239979,9
20/01/2020;109253544,6
21/01/2020;109267236,6
22/01/2020;109280728,9
23/01/2020;109294472,9
24/01/2020;109308030,1
25/01/2020;109321600,9
26/01/2020;109335149,4
27/01/2020;109348806,6
28/01/2020;109362352,4
29/01/2020;109376019,1
30/01/2020;109389503,9
31/01/2020;109403130,1
01/02/2020;109416635,6
02/02/2020;109430258,6
03/02/2020;109443900,4
04/02/2020;109457663,9
05/02/2020;109471209,4
06/02/2020;109484871,9
07/02/2020;109498536,6
08/02/2020;109512102,1
09/02/2020;109525647,6
10/02/2020;109539358,9
11/02/2020;109553005,4
12/02/2020;109566599,1
13/02/2020;109580204,1
14/02/2020;109593891,6
15/02/2020;109607477,4
16/02/2020;109621180,9
17/02/2020;109634737,1
18/02/2020;109648332,4
19/02/2020;109662107,4
20/02/2020;109675664,1
21/02/2020;109689206,1
22/02/2020;109702856,1
23/02/2020;109716475,1
24/02/2020;109729989,1
25/02/2020;109743493,6
26/02/2020;109757165,1
27/02/2020;109770768,6
28/02/2020;109784379,9
29/02/2020;109797961,9
01/03/2020;109811500,9
02/03/2020;109825133,6
03/03/2020;109838795,4
04/03/2020;109852494,6
05/03/2020;109865898,4
06/03/2020;109879623,9
07/03/2020;109893278,4
08/03/2020;109906981,1
09/03/2020;109920473,4
10/03/2020;109934107,1
11/03/2020;109947764,9
12/03/2020;109961369,1
13/03/2020;109974765,4
14/03/2020;109988352,1
15/03/2020;110001993,1
16/03/2020;110015574,4
17/03/2020;110029212,4
18/03/2020;110042896,4
19/03/2020;110056554,1
20/03/2020;110070136,9
21/03/2020;110083890,1
22/03/2020;110097364,6
23/03/2020;110111159,6
24/03/2020;110124714,6
25/03/2020;110138340,4
26/03/2020;110151932,4
27/03/2020;110165647,4
28/03/2020;110179212,9
29/03/2020;110192953,9
30/03/2020;110206489,6
31/03/2020;110220051,4
01/04/2020;110233772,9
02/04/2020;110247353,6
03/04/2020;110260976,4
04/04/2020;110274518,6
05/04/2020;110288088,4
06/04/2020;110301588,1
07/04/2020;110315341,4
08/04/2020;110328941,1
09/04/2020;110342537,9
10/04/2020;110356217,6
11/04/2020;110369679,6
12/04/2020;110383399,1
13/04/2020;110397065,9
14/04/2020;110410645,9
15/04/2020;110424293,9
16/04/2020;110437903,6
17/04/2020;110451431,9
18/04/2020;110464959,9
19/04/2020;110478589,6
20/04/2020;110492240,1
21/04/2020;110505793,9
22/04/2020;110519489,4
23/04/2020;110533106,9
24/04/2020;110546706,4
25/04/2020;110560276,6
26/04/2020;110573859,6
27/04/2020;110587461,9
28/04/2020;110601010,4
29/04/2020;110614732,4
30/04/2020;110628337,6
01/05/2020;110642101,4
02/05/2020;110655718,6
03/05/2020;110669258,1
04/05/2020;110682963,6
05/05/2020;110696560,9
06/05/2020;110709988,4
07/05/2020;110723597,6
08/05/2020;110737319,9
09/05/2020;110750818,1
10/05/2020;110764516,1
11/05/2020;110778109,4
12/05/2020;110791657,9
13/05/2020;110805310,6
14/05/2020;110818976,6
15/05/2020;110832537,6
16/05/2020;110846045,9
17/05/2020;110859705,1
18/05/2020;110873215,6
19/05/2020;110886705,6
20/05/2020;110900308,4
21/05/2020;110913916,4
22/05/2020;110927374,1
23/05/2020;110941158,6
24/05/2020;110954689,6
25/05/2020;110968131,6
26/05/2020;110981780,1
27/05/2020;110995360,9
28/05/2020;111008855,6
29/05/2020;111022431,1
30/05/2020;111036036,1
31/05/2020;111049691,9
01/06/2020;111063238,4
02/06/2020;111076909,9
03/06/2020;111090414,9
04/06/2020;111103929,6
05/06/2020;111117636,4
06/06/2020;111131200,9
07/06/2020;111144817,9
08/06/2020;111158350,6
09/06/2020;111172034,6
10/06/2020;111185462,9
11/06/2020;111199039,1
12/06/2020;111212708,6
13/06/2020;111226327,1
14/06/2020;111239971,9
15/06/2020;111253572,9
16/06/2020;111267083,9
17/06/2020;111280554,9
18/06/2020;111294148,6
19/06/2020;111307842,6
20/06/2020;111321445,4
21/06/2020;111335098,1
22/06/2020;111348659,1
23/06/2020;111362277,1
24/06/2020;111375928,9
25/06/2020;111389517,1
26/06/2020;111403093,6
27/06/2020;111416517,4
28/06/2020;111430232,1
29/06/2020;111443745,1
30/06/2020;111457430,9
01/07/2020;111470965,9
02/07/2020;111484505,9
03/07/2020;111498144,9
04/07/2020;111511654,9
05/07/2020;111525244,1
06/07/2020;111538840,9
07/07/2020;111552506,4
08/07/2020;111566173,9
09/07/2020;111579760,4
10/07/2020;111593230,6
11/07/2020;111606955,1
12/07/2020;111620599,9
13/07/2020;111634247,4
14/07/2020;111647768,1
15/07/2020;111661390,1
16/07/2020;111674874,6
17/07/2020;111688398,1
18/07/2020;111702114,6
19/07/2020;111715642,1
20/07/2020;111729219,6
21/07/2020;111742743,6
22/07/2020;111756297,9
23/07/2020;111770038,1
24/07/2020;111783687,4
25/07/2020;111797075,6
26/07/2020;111810744,4
27/07/2020;111824307,6
28/07/2020;111837945,1
29/07/2020;111851561,6
30/07/2020;111865014,6
31/07/2020;111878643,6
01/08/2020;111892325,4
02/08/2020;111905957,4
03/08/2020;111919600,6
04/08/2020;111933118,6
05/08/2020;111946667,1
06/08/2020;111960400,1
07/08/2020;111974005,4
08/08/2020;111987540,1
09/08/2020;112001188,9
10/08/2020;112014769,4
11/08/2020;112028365,1
12/08/2020;112042047,6
13/08/2020;112055617,1
14/08/2020;112069240,4
15/08/2020;112082803,6
16/08/2020;112096396,9
17/08/2020;112109785,4
18/08/2020;112123512,4
19/08/2020;112137152,1
20/08/2020;112150774,4
21/08/2020;112164347,6
22/08/2020;112177823,9
23/08/2020;112191544,9
24/08/2020;112205105,4
25/08/2020;112218534,9
26/08/2020;112232267,9
27/08/2020;112245811,6
28/08/2020;112259420,4
29/08/2020;112273015,6
30/08/2020;112286647,4
31/08/2020;112300412,9
01/09/2020;112314003,9
02/09/2020;112327555,9
03/09/2020;112341045,6
04/09/2020;112354882,9
05/09/2020;112368458,6
06/09/2020;112382243,1
07/09/2020;112395728,1
08/09/2020;112409321,6
09/09/2020;112422846,9
10/09/2020;112436443,9
11/09/2020;112450097,6
12/09/2020;112463637,4
13/09/2020;112477241,6
14/09/2020;112490723,4
15/09/2020;112504318,6
16/09/2020;112517755,4
17/09/2020;112531512,4
18/09/2020;112544942,1
19/09/2020;112558541,4
20/09/2020;112572240,1
21/09/2020;112585941,9
22/09/2020;112599371,6
23/09/2020;112613001,1
24/09/2020;112626572,6
25/09/2020;112640028,4
26/09/2020;112653422,9
27/09/2020;112666655,4
28/09/2020;112679943,6
29/09/2020;112693191,9
30/09/2020;112706484,6
01/10/2020;112719781,9
02/10/2020;112733044,6
03/10/2020;112746337,6
04/10/2020;112759583,4
05/10/2020;112772991,6
06/10/2020;112786402,1
07/10/2020;112799567,6
08/10/2020;112812765,6
09/10/2020;112826085,1
10/10/2020;112839588,6
11/10/2020;112853238,6
12/10/2020;112866722,6
13/10/2020;112880440,6
14/10/2020;112894030,9
15/10/2020;112907653,9
16/10/2020;112921127,9
17/10/2020;112934696,4
18/10/2020;112948061,1
19/10/2020;112961820,6
20/10/2020;112975351,4
21/10/2020;112988865,4
22/10/2020;113002464,4
23/10/2020;113015904,4
24/10/2020;113029574,6
25/10/2020;113043006,9
26/10/2020;113056457,6
27/10/2020;113070058,4
28/10/2020;113083684,9
29/10/2020;113097277,9
30/10/2020;113110729,1
31/10/2020;113124265,1
01/11/2020;113137823,9
02/11/2020;113151249,9
03/11/2020;113164785,6
04/11/2020;113178291,4
05/11/2020;113191834,9
06/11/2020;113205429,4
07/11/2020;113218933,6
08/11/2020;113232483,9
09/11/2020;113245977,9
10/11/2020;113259405,9
11/11/2020;113272941,9
12/11/2020;113286451,4
13/11/2020;113300011,9
14/11/2020;113313589,4
15/11/2020;113327168,1
16/11/2020;113340624,9
17/11/2020;113354181,4
18/11/2020;113367572,1
19/11/2020;113381300,9
20/11/2020;113394728,6
21/11/2020;113408375,4
22/11/2020;113421891,1
23/11/2020;113435342,4
24/11/2020;113449005,1
25/11/2020;113462490,1
26/11/2020;113476023,6
27/11/2020;113489353,9
28/11/2020;113503046,1
29/11/2020;113516574,9
30/11/2020;113530234,4
01/12/2020;113545144,1
02/12/2020;113559877,4
03/12/2020;113574835,9
04/12/2020;113589615,4
05/12/2020;113604475,7
06/12/2020;113619444,9
07/12/2020;113634208,4
08/12/2020;113649030,4
09/12/2020;113664078,7
10/12/2020;113678737,2
11/12/2020;113693587,2
12/12/2020;113708449,5
13/12/2020;113723216,2
14/12/2020;113738144,5
15/12/2020;113752957
16/12/2020;113767894,8
17/12/2020;113782827
18/12/2020;113797667,5
19/12/2020;113812513,5
20/12/2020;113827470
21/12/2020;113842333,5
22/12/2020;113857154,5
23/12/2020;113872209,8
24/12/2020;113886930,3
25/12/2020;113901678,3
26/12/2020;113916746,3
27/12/2020;113931594,6
28/12/2020;113946597,6
29/12/2020;113961240,1
30/12/2020;113976147,1
31/12/2020;113990983,6
01/01/2021;114005863,1
02/01/2021;114020876,4
03/01/2021;114035698,1
04/01/2021;114050538,9
05/01/2021;114065481,7
06/01/2021;114080339,7
07/01/2021;114095039,2
08/01/2021;114110028,2
09/01/2021;114124808,2
10/01/2021;114139701,7
11/01/2021;114154616,7
12/01/2021;114169561
13/01/2021;114184531,5
14/01/2021;114199230,2
15/01/2021;114214217,2
16/01/2021;114229074,7
17/01/2021;114243913
18/01/2021;114258796,5
19/01/2021;114273705,3
20/01/2021;114288661,8
21/01/2021;114303464,5
22/01/2021;114318302,5
23/01/2021;114333205,5
24/01/2021;114348051,3
25/01/2021;114362939,1
26/01/2021;114377843,6
27/01/2021;114392578,3
28/01/2021;114407474,6
29/01/2021;114422234,1
30/01/2021;114436884,1
31/01/2021;114451970,6
01/02/2021;114466832,4
02/02/2021;114481711,6
03/02/2021;114496595,6
04/02/2021;114511547,6
05/02/2021;114526323,2
06/02/2021;114541191,7
07/02/2021;114556181,7
08/02/2021;114570987,4
09/02/2021;114585836,2
10/02/2021;114600762,9
11/02/2021;114615637,9
12/02/2021;114630548,2
13/02/2021;114645269,5
14/02/2021;114660244
15/02/2021;114675090,2
16/02/2021;114689900
17/02/2021;114704853,7
18/02/2021;114719640,8
19/02/2021;114734678,3
20/02/2021;114749526
21/02/2021;114764381,8
22/02/2021;114779225,3
23/02/2021;114794125,5
24/02/2021;114808934,8
25/02/2021;114823820,6
26/02/2021;114838763,8
27/02/2021;114853620,3
28/02/2021;114868425,8
01/03/2021;114883236,1
02/03/2021;114898231,1
03/03/2021;114912937,6
04/03/2021;114927886,6
05/03/2021;114942799,1
06/03/2021;114957782,1
07/03/2021;114972601,9
08/03/2021;114987485,4
09/03/2021;115002288,2
10/03/2021;115017223,2
11/03/2021;115031926,9
12/03/2021;115046782,9
13/03/2021;115061697,7
14/03/2021;115076696,2
15/03/2021;115091478
16/03/2021;115106393,7
17/03/2021;115121275
18/03/2021;115136149,5
19/03/2021;115151021,5
20/03/2021;115165955
21/03/2021;115180662,5
22/03/2021;115195516,8
23/03/2021;115210412
24/03/2021;115225275,8
25/03/2021;115240163,5
26/03/2021;115255097
27/03/2021;115269932,8
28/03/2021;115284780,3
29/03/2021;115299689,8
30/03/2021;115314605,8
31/03/2021;115329383,1
01/04/2021;115344251,1
02/04/2021;115359019,3
03/04/2021;115373940,6
04/04/2021;115388924,9
05/04/2021;115403798,4
06/04/2021;115418645,1
07/04/2021;115433539,6
08/04/2021;115448368,4
09/04/2021;115463102,1
10/04/2021;115478072,7
11/04/2021;115493000,7
12/04/2021;115507909,4
13/04/2021;115522732,7
14/04/2021;115537510,9
15/04/2021;115552332,2
16/04/2021;115567069,2
17/04/2021;115581863
18/04/2021;115596742,5
19/04/2021;115611399
20/04/2021;115626441,7
21/04/2021;115641359,7
22/04/2021;115656095,5
23/04/2021;115670889,5
24/04/2021;115685778
25/04/2021;115700660,5
26/04/2021;115715489
27/04/2021;115730318
28/04/2021;115745205,5
29/04/2021;115760023,3
30/04/2021;115774771,1
01/05/2021;115789657,8
02/05/2021;115804425,8
03/05/2021;115819316,1
04/05/2021;115834180,6
05/05/2021;115849092,6
06/05/2021;115863897,6
07/05/2021;115878678,1
08/05/2021;115893495,9
09/05/2021;115908291,4
10/05/2021;115923222,9
11/05/2021;115938022,9
12/05/2021;115952801,2
13/05/2021;115967799,4
14/05/2021;115982641,4
15/05/2021;115997513,9
16/05/2021;116012316,7
17/05/2021;116027086,9
18/05/2021;116041928,7
19/05/2021;116056722,5
20/05/2021;116071605,7
21/05/2021;116086328,2
22/05/2021;116101177,5
23/05/2021;116115975,2
24/05/2021;116130825,3
25/05/2021;116145480,5
26/05/2021;116160214,5
27/05/2021;116174936,8
28/05/2021;116189768
29/05/2021;116204634,8
30/05/2021;116219410,5
31/05/2021;116234143,8
01/06/2021;116248949,3
02/06/2021;116263861,6
03/06/2021;116278577,8
04/06/2021;116293530,3
05/06/2021;116308231,1
06/06/2021;116323162,4
07/06/2021;116337907,9
08/06/2021;116352727,4
09/06/2021;116367485,4
10/06/2021;116382206,4
11/06/2021;116396997,9
12/06/2021;116411737,9
13/06/2021;116426517,4
14/06/2021;116441354,4
15/06/2021;116456271,9
16/06/2021;116470941,7
17/06/2021;116485797,2
18/06/2021;116500440,4
19/06/2021;116515238,5
20/06/2021;116530037,2
21/06/2021;116544578,2
22/06/2021;116559406
23/06/2021;116574160,2
24/06/2021;116588838,5
25/06/2021;116603361,8
26/06/2021;116618117
27/06/2021;116632894,8
28/06/2021;116647761,3
29/06/2021;116662457,5
30/06/2021;116677257
01/07/2021;116691838,1
02/07/2021;116706603,1
03/07/2021;116721282,3
04/07/2021;116736077,6
05/07/2021;116750835,8
06/07/2021;116765635,3
07/07/2021;116780355,6
08/07/2021;116795153,4
09/07/2021;116809823,1
10/07/2021;116824618,4
11/07/2021;116839304,4
12/07/2021;116853903,4
13/07/2021;116868424,1
14/07/2021;116883131,7
15/07/2021;116897896,7
